day,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,rain_sum,snowfall_sum,wind_speed_10m_max
2022-08-10,26.1,14.8,21.1,0.0,0.0,0.0,14.0
2022-08-11,23.7,18.2,21.5,0.1,0.1,0.0,24.7
2022-08-12,24.0,17.4,20.7,0.0,0.0,0.0,18.4
2022-08-13,25.6,16.6,21.1,1.8,1.8,0.0,30.5
2022-08-14,23.1,19.1,20.8,1.1,1.1,0.0,27.1
2022-08-15,23.0,18.9,20.6,0.8,0.8,0.0,22.5
2022-08-16,23.5,19.0,21.0,0.0,0.0,0.0,22.2
2022-08-17,24.5,17.1,21.0,0.1,0.1,0.0,17.8
2022-08-18,26.9,16.0,22.1,0.3,0.3,0.0,11.6
2022-08-19,29.8,18.8,23.9,0.0,0.0,0.0,21.7
2022-08-20,26.0,19.5,22.0,19.5,19.5,0.0,21.9
2022-08-21,22.4,18.6,20.5,15.2,15.2,0.0,23.1
2022-08-22,23.8,17.5,21.0,0.1,0.1,0.0,14.8
2022-08-23,26.0,16.9,21.6,0.0,0.0,0.0,13.3
2022-08-24,26.7,17.4,22.4,0.0,0.0,0.0,17.3
2022-08-25,28.1,18.1,22.1,9.0,9.0,0.0,22.7
2022-08-26,21.8,17.6,20.3,0.0,0.0,0.0,22.6
2022-08-27,24.8,16.2,20.5,0.0,0.0,0.0,18.7
2022-08-28,31.0,20.2,24.3,17.8,17.8,0.0,28.1
2022-08-29,32.3,22.6,25.8,0.3,0.3,0.0,28.9
2022-08-30,26.9,18.8,22.5,0.0,0.0,0.0,24.3
2022-08-31,29.4,16.5,22.7,0.0,0.0,0.0,21.9
2022-09-01,30.8,19.4,24.8,0.0,0.0,0.0,16.9
2022-09-02,30.1,20.9,25.1,0.0,0.0,0.0,23.3
2022-09-03,26.7,19.5,22.6,0.5,0.5,0.0,26.7
2022-09-04,22.2,19.2,20.6,3.8,3.8,0.0,27.9
2022-09-05,21.4,18.2,19.8,0.3,0.3,0.0,23.5
2022-09-06,24.0,19.3,21.4,1.1,1.1,0.0,16.8
2022-09-07,23.8,18.9,21.4,1.0,1.0,0.0,17.5
2022-09-08,27.3,15.6,21.8,0.0,0.0,0.0,14.5
2022-09-09,28.3,16.0,22.3,0.0,0.0,0.0,20.5
2022-09-10,28.0,16.4,22.7,0.0,0.0,0.0,12.7
2022-09-11,21.4,14.7,19.0,47.6,47.6,0.0,54.0
2022-09-12,17.1,12.6,15.0,1.3,1.3,0.0,28.8
2022-09-13,22.9,14.0,18.4,0.5,0.5,0.0,20.5
2022-09-14,22.8,13.6,18.3,0.0,0.0,0.0,19.4
2022-09-15,27.4,15.4,21.3,0.0,0.0,0.0,15.8
2022-09-16,28.3,17.6,22.5,0.0,0.0,0.0,21.0
2022-09-17,30.3,19.7,24.1,0.4,0.4,0.0,31.2
2022-09-18,29.6,20.8,24.3,5.2,5.2,0.0,23.9
2022-09-19,21.6,17.0,20.0,0.3,0.3,0.0,22.3
2022-09-20,30.9,16.3,22.0,9.2,9.2,0.0,25.5
2022-09-21,28.3,18.0,24.0,0.0,0.0,0.0,39.2
2022-09-22,17.1,13.1,15.0,0.0,0.0,0.0,29.1
2022-09-23,17.4,11.5,14.4,0.0,0.0,0.0,19.2
2022-09-24,22.6,13.0,16.8,5.8,5.8,0.0,23.6
2022-09-25,19.7,14.0,16.2,5.5,5.5,0.0,27.8
2022-09-26,16.5,10.9,13.4,0.1,0.1,0.0,30.1
2022-09-27,14.2,8.1,11.3,0.5,0.5,0.0,27.2
2022-09-28,13.4,10.1,11.7,0.1,0.1,0.0,25.4
2022-09-29,14.8,8.5,12.0,0.0,0.0,0.0,15.1
2022-09-30,16.1,8.3,12.8,0.0,0.0,0.0,17.2
2022-10-01,17.9,12.4,15.6,0.0,0.0,0.0,24.6
2022-10-02,16.3,13.5,14.7,0.0,0.0,0.0,25.5
2022-10-03,16.1,8.3,13.1,0.0,0.0,0.0,19.4
2022-10-04,21.5,6.9,14.4,0.0,0.0,0.0,12.1
2022-10-05,23.8,9.2,16.2,0.0,0.0,0.0,16.3
2022-10-06,23.8,12.4,16.6,2.1,2.1,0.0,39.1
2022-10-07,11.9,7.6,9.9,2.9,2.9,0.0,37.2
2022-10-08,13.9,3.1,8.7,0.0,0.0,0.0,27.2
2022-10-09,19.5,6.6,12.6,0.1,0.1,0.0,21.6
2022-10-10,19.6,7.6,13.6,0.0,0.0,0.0,16.2
2022-10-11,22.2,11.1,15.4,11.9,11.9,0.0,37.9
2022-10-12,20.8,10.8,15.3,6.4,6.4,0.0,42.5
2022-10-13,12.2,4.0,8.3,0.5,0.5,0.0,42.3
2022-10-14,15.0,2.8,7.9,3.9,3.9,0.0,38.8
2022-10-15,11.4,2.5,7.0,0.0,0.0,0.0,27.3
2022-10-16,12.7,5.6,9.0,0.0,0.0,0.0,29.4
2022-10-17,6.2,2.1,4.2,1.0,0.9,0.07,39.3
2022-10-18,7.6,1.2,4.5,0.2,0.0,0.14,36.3
2022-10-19,8.2,0.9,4.2,0.0,0.0,0.0,30.6
2022-10-20,14.6,0.9,6.8,0.0,0.0,0.0,21.1
2022-10-21,22.0,6.6,13.9,0.0,0.0,0.0,32.7
2022-10-22,24.5,13.3,18.4,0.0,0.0,0.0,30.3
2022-10-23,24.0,15.2,19.8,0.0,0.0,0.0,33.7
2022-10-24,22.8,16.4,19.7,2.3,2.3,0.0,33.6
2022-10-25,20.1,10.2,15.1,30.5,30.5,0.0,33.4
2022-10-26,12.1,6.3,8.7,12.3,12.3,0.0,34.3
2022-10-27,9.8,3.6,7.5,0.0,0.0,0.0,20.0
2022-10-28,11.7,6.5,8.8,0.0,0.0,0.0,19.0
2022-10-29,13.7,5.5,9.5,0.0,0.0,0.0,12.6
2022-10-30,13.5,6.5,10.5,7.0,7.0,0.0,14.6
2022-10-31,13.6,9.8,12.2,5.8,5.8,0.0,12.3
2022-11-01,18.6,6.9,11.6,0.0,0.0,0.0,15.3
2022-11-02,19.9,7.3,13.0,0.0,0.0,0.0,20.9
2022-11-03,20.9,11.3,15.6,0.0,0.0,0.0,31.0
2022-11-04,20.3,16.0,18.0,1.8,1.8,0.0,39.6
2022-11-05,19.5,7.2,14.0,14.1,14.1,0.0,54.6
2022-11-06,15.8,6.9,10.7,0.0,0.0,0.0,34.2
2022-11-07,10.2,3.8,7.4,0.0,0.0,0.0,19.8
2022-11-08,11.0,6.3,8.7,0.0,0.0,0.0,26.6
2022-11-09,19.6,7.8,13.3,0.4,0.4,0.0,26.0
2022-11-10,21.6,15.0,17.4,0.0,0.0,0.0,28.7
2022-11-11,14.9,0.4,7.9,0.0,0.0,0.0,23.8
2022-11-12,3.3,-0.1,1.4,0.0,0.0,0.0,24.1
2022-11-13,2.8,-2.2,0.2,0.0,0.0,0.0,21.4
2022-11-14,4.4,-3.4,1.0,0.0,0.0,0.0,23.2
2022-11-15,2.8,1.2,2.1,6.0,2.4,2.52,26.8
2022-11-16,2.0,-1.8,0.8,2.9,0.6,1.61,24.1
2022-11-17,2.1,-2.2,-0.6,0.2,0.0,0.14,38.3
2022-11-18,-2.2,-6.1,-3.5,0.2,0.0,0.14,32.3
2022-11-19,-1.2,-7.0,-4.8,0.0,0.0,0.0,38.6
2022-11-20,0.4,-9.8,-4.8,0.0,0.0,0.0,32.5
2022-11-21,7.4,-1.6,1.6,0.0,0.0,0.0,32.0
2022-11-22,9.2,-2.8,2.6,0.0,0.0,0.0,16.8
2022-11-23,12.1,-1.0,5.1,0.0,0.0,0.0,19.7
2022-11-24,11.0,2.6,6.6,0.0,0.0,0.0,19.4
2022-11-25,10.0,0.1,4.8,0.0,0.0,0.0,20.4
2022-11-26,11.5,1.0,5.3,0.0,0.0,0.0,25.3
2022-11-27,7.0,3.7,5.5,7.3,7.3,0.0,36.1
2022-11-28,8.0,-2.0,3.5,0.0,0.0,0.0,21.3
2022-11-29,13.9,3.2,8.3,5.7,5.7,0.0,36.8
2022-11-30,4.1,-5.7,-2.5,0.0,0.0,0.0,42.9
2022-12-01,1.8,-7.5,-3.2,0.0,0.0,0.0,25.6
2022-12-02,10.1,0.7,5.8,0.0,0.0,0.0,37.4
2022-12-03,9.5,-5.4,-0.7,0.3,0.3,0.0,41.1
2022-12-04,3.4,-6.3,-2.0,0.0,0.0,0.0,24.9
2022-12-05,6.2,-1.7,1.8,0.1,0.1,0.0,23.4
2022-12-06,6.6,1.9,4.4,0.0,0.0,0.0,16.3
2022-12-07,7.6,1.1,3.8,0.0,0.0,0.0,12.9
2022-12-08,5.2,2.0,3.4,0.0,0.0,0.0,20.6
2022-12-09,3.1,1.5,2.3,12.1,9.5,1.82,30.3
2022-12-10,4.1,2.3,3.1,0.0,0.0,0.0,18.4
2022-12-11,4.3,2.0,3.2,0.1,0.1,0.0,15.2
2022-12-12,5.1,2.6,3.7,0.3,0.3,0.0,19.8
2022-12-13,3.6,0.3,2.1,2.4,2.4,0.0,29.4
2022-12-14,7.3,2.3,4.2,20.6,20.6,0.0,35.7
2022-12-15,4.7,-0.6,2.1,15.3,14.5,0.56,31.1
2022-12-16,0.3,-3.0,-1.2,0.5,0.0,0.35,32.4
2022-12-17,-2.4,-5.7,-3.9,0.0,0.0,0.0,31.9
2022-12-18,-4.4,-9.8,-6.9,0.0,0.0,0.0,25.6
2022-12-19,-3.5,-11.9,-7.5,0.0,0.0,0.0,15.9
2022-12-20,2.2,-4.5,-2.1,0.0,0.0,0.0,16.6
2022-12-21,-0.3,-7.8,-3.7,0.0,0.0,0.0,18.0
2022-12-22,1.2,-18.3,-5.2,5.4,0.0,3.78,36.6
2022-12-23,-18.3,-23.3,-20.1,0.5,0.0,0.35,48.3
2022-12-24,-9.5,-18.6,-14.3,0.0,0.0,0.0,43.3
2022-12-25,-9.6,-16.1,-12.7,0.0,0.0,0.0,27.6
2022-12-26,-5.1,-11.2,-7.9,1.1,0.0,0.77,17.6
2022-12-27,-2.6,-12.4,-8.1,0.0,0.0,0.0,31.5
2022-12-28,7.1,-4.3,1.8,0.0,0.0,0.0,42.7
2022-12-29,13.6,5.8,9.6,0.0,0.0,0.0,35.6
2022-12-30,11.9,-1.1,5.8,0.3,0.3,0.0,34.6
2022-12-31,2.3,-2.8,-0.5,0.3,0.1,0.14,17.2
2023-01-01,8.5,1.2,4.1,3.3,3.3,0.0,17.1
2023-01-02,4.6,-0.5,2.1,0.3,0.3,0.0,18.1
2023-01-03,12.7,4.0,7.3,13.1,13.1,0.0,23.6
2023-01-04,8.8,0.2,2.6,0.0,0.0,0.0,23.0
2023-01-05,0.9,-0.4,0.2,1.3,0.1,0.91,21.3
2023-01-06,0.9,-3.8,-0.6,0.0,0.0,0.0,18.6
2023-01-07,0.7,-3.3,-1.2,0.0,0.0,0.0,15.3
2023-01-08,1.5,-3.1,-0.9,0.0,0.0,0.0,13.0
2023-01-09,5.7,-4.9,-0.3,0.0,0.0,0.0,20.2
2023-01-10,8.0,0.7,3.3,0.4,0.4,0.0,20.1
2023-01-11,10.6,0.7,5.7,0.0,0.0,0.0,21.0
2023-01-12,6.7,1.8,2.9,0.1,0.1,0.0,37.9
2023-01-13,1.4,-2.6,-0.7,0.8,0.2,0.49,35.7
2023-01-14,0.3,-5.7,-2.9,0.0,0.0,0.0,16.6
2023-01-15,5.1,-3.8,0.2,0.0,0.0,0.0,30.5
2023-01-16,8.7,2.4,5.0,8.8,8.8,0.0,28.4
2023-01-17,8.7,2.7,5.0,0.0,0.0,0.0,34.1
2023-01-18,3.5,-0.1,1.9,8.4,6.9,1.05,35.2
2023-01-19,5.3,1.3,3.3,9.6,9.0,0.42,38.2
2023-01-20,1.4,-2.7,0.2,0.2,0.2,0.0,26.7
2023-01-21,2.5,-2.8,-0.8,0.0,0.0,0.0,16.1
2023-01-22,0.8,-1.4,-0.6,2.5,0.0,1.75,19.2
2023-01-23,-0.3,-5.8,-2.9,0.1,0.0,0.07,28.7
2023-01-24,1.7,-3.4,-0.8,0.0,0.0,0.0,25.0
2023-01-25,0.9,-1.1,0.1,9.2,0.4,6.16,21.4
2023-01-26,-0.7,-7.6,-3.1,1.8,0.0,1.33,26.3
2023-01-27,2.9,-11.2,-4.4,0.3,0.0,0.21,39.6
2023-01-28,-0.8,-9.2,-4.7,1.9,0.0,1.33,24.2
2023-01-29,-0.6,-6.8,-2.9,1.7,0.0,1.26,29.6
2023-01-30,-7.7,-16.6,-11.2,1.1,0.0,0.77,23.5
2023-01-31,-10.3,-19.5,-15.4,0.0,0.0,0.0,17.2
2023-02-01,-2.9,-17.4,-9.9,0.0,0.0,0.0,23.7
2023-02-02,-0.2,-9.8,-4.9,0.0,0.0,0.0,27.1
2023-02-03,-10.4,-17.9,-13.7,0.0,0.0,0.0,30.5
2023-02-04,5.4,-10.3,-2.7,0.0,0.0,0.0,33.4
2023-02-05,5.8,-2.9,2.1,0.0,0.0,0.0,32.6
2023-02-06,5.2,-5.7,0.3,0.0,0.0,0.0,35.9
2023-02-07,9.7,-1.2,5.3,0.0,0.0,0.0,40.3
2023-02-08,5.5,-4.4,0.4,0.0,0.0,0.0,14.0
2023-02-09,9.3,1.7,3.6,19.2,19.2,0.0,31.0
2023-02-10,3.1,-4.2,0.7,0.1,0.1,0.0,23.4
2023-02-11,7.0,-6.2,-0.4,0.0,0.0,0.0,22.2
2023-02-12,10.0,-2.9,3.0,0.0,0.0,0.0,22.5
2023-02-13,9.8,0.8,4.5,0.0,0.0,0.0,22.5
2023-02-14,11.5,-0.1,5.8,2.5,2.5,0.0,45.7
2023-02-15,9.7,1.0,6.5,2.7,2.7,0.0,48.2
2023-02-16,1.9,-3.0,0.4,13.0,3.1,6.93,44.7
2023-02-17,-3.7,-7.8,-5.8,0.8,0.1,0.49,38.7
2023-02-18,7.4,-6.1,1.2,0.0,0.0,0.0,27.8
2023-02-19,10.4,2.8,5.6,0.0,0.0,0.0,30.9
2023-02-20,3.8,-1.9,1.8,0.0,0.0,0.0,22.5
2023-02-21,3.3,-3.8,-0.0,0.0,0.0,0.0,32.7
2023-02-22,1.9,0.0,0.8,31.0,31.0,0.0,36.1
2023-02-23,7.4,-3.8,2.1,0.1,0.1,0.0,37.6
2023-02-24,-3.1,-5.7,-4.3,1.4,0.0,0.98,23.0
2023-02-25,4.0,-2.7,-0.1,0.3,0.0,0.21,23.1
2023-02-26,6.8,-2.6,1.1,0.0,0.0,0.0,25.3
2023-02-27,14.7,2.1,7.5,19.1,19.1,0.0,38.2
2023-02-28,7.9,-0.2,3.7,0.0,0.0,0.0,25.2
2023-03-01,14.1,1.4,6.3,4.2,4.2,0.0,21.6
2023-03-02,4.3,0.1,1.6,0.0,0.0,0.0,22.0
2023-03-03,2.7,0.1,1.2,6.5,1.2,3.71,36.8
2023-03-04,8.8,-2.3,2.8,0.8,0.8,0.0,20.2
2023-03-05,5.1,-2.6,2.5,0.3,0.3,0.0,29.8
2023-03-06,12.9,2.7,6.0,9.6,7.4,1.54,30.6
2023-03-07,4.2,1.6,2.6,0.0,0.0,0.0,30.4
2023-03-08,4.6,0.7,2.4,0.0,0.0,0.0,23.7
2023-03-09,3.1,1.2,2.1,6.7,2.3,3.08,26.8
2023-03-10,1.7,0.5,1.0,6.6,0.9,3.99,27.7
2023-03-11,3.5,0.8,1.8,1.9,0.3,1.12,22.7
2023-03-12,3.4,-1.5,1.3,3.8,1.1,1.89,21.8
2023-03-13,0.7,-3.1,-1.5,1.2,0.0,0.91,43.3
2023-03-14,0.1,-6.8,-3.2,0.0,0.0,0.0,19.1
2023-03-15,9.4,-5.4,2.1,0.0,0.0,0.0,27.3
2023-03-16,10.1,2.9,6.4,2.6,2.6,0.0,29.3
2023-03-17,9.8,-4.3,1.9,3.2,3.2,0.0,36.0
2023-03-18,-2.9,-10.6,-6.4,0.0,0.0,0.0,35.4
2023-03-19,4.7,-7.4,-1.9,0.0,0.0,0.0,26.8
2023-03-20,9.9,-2.3,3.5,0.0,0.0,0.0,35.7
2023-03-21,10.0,0.9,5.4,0.0,0.0,0.0,27.4
2023-03-22,13.2,3.6,7.1,2.5,2.5,0.0,24.3
2023-03-23,6.0,1.7,3.4,2.7,2.7,0.0,36.0
2023-03-24,4.6,1.1,2.8,1.7,1.7,0.0,26.9
2023-03-25,5.6,0.8,2.5,17.6,16.1,1.05,39.5
2023-03-26,5.8,-1.4,2.7,0.3,0.2,0.07,25.0
2023-03-27,4.4,-1.0,2.1,0.0,0.0,0.0,28.7
2023-03-28,9.0,-2.8,2.9,0.6,0.6,0.0,18.9
2023-03-29,4.7,-2.5,1.4,0.2,0.1,0.07,24.5
2023-03-30,9.6,-2.7,3.0,0.0,0.0,0.0,35.3
2023-03-31,20.4,9.6,14.1,11.8,11.8,0.0,43.9
2023-04-01,11.7,0.5,4.6,1.3,1.3,0.0,38.2
2023-04-02,11.4,-2.2,5.3,0.0,0.0,0.0,29.9
2023-04-03,12.4,4.6,8.1,8.9,8.9,0.0,26.4
2023-04-04,20.9,5.1,11.0,11.3,11.3,0.0,45.2
2023-04-05,22.2,4.0,15.4,18.0,18.0,0.0,43.8
2023-04-06,10.9,0.3,5.2,0.0,0.0,0.0,22.7
2023-04-07,6.0,1.9,3.9,0.0,0.0,0.0,18.4
2023-04-08,12.8,2.1,7.3,0.0,0.0,0.0,16.7
2023-04-09,17.7,3.5,10.5,0.0,0.0,0.0,17.2
2023-04-10,19.8,5.9,12.6,0.0,0.0,0.0,19.7
2023-04-11,23.2,8.6,16.1,0.0,0.0,0.0,27.6
2023-04-12,24.7,12.5,18.7,0.0,0.0,0.0,34.8
2023-04-13,25.7,10.6,18.9,0.0,0.0,0.0,23.2
2023-04-14,24.7,10.5,17.5,0.2,0.2,0.0,18.5
2023-04-15,26.7,16.3,20.6,0.6,0.6,0.0,26.5
2023-04-16,16.1,2.2,9.1,7.0,6.9,0.07,44.3
2023-04-17,5.5,0.1,2.5,2.9,0.1,1.96,41.3
2023-04-18,13.0,-0.7,5.9,0.0,0.0,0.0,22.7
2023-04-19,19.8,5.2,10.1,1.0,1.0,0.0,25.6
2023-04-20,25.8,11.9,18.3,5.0,5.0,0.0,41.0
2023-04-21,16.0,5.8,10.8,0.0,0.0,0.0,28.8
2023-04-22,7.7,2.8,5.5,1.9,1.7,0.14,30.4
2023-04-23,6.2,1.6,3.7,2.9,2.8,0.07,20.8
2023-04-24,9.8,0.6,5.6,0.2,0.2,0.0,21.2
2023-04-25,6.5,2.9,4.9,4.0,3.9,0.07,26.0
2023-04-26,6.7,2.8,4.7,0.0,0.0,0.0,19.6
2023-04-27,15.7,1.3,8.6,0.0,0.0,0.0,19.7
2023-04-28,10.3,5.5,8.5,0.0,0.0,0.0,18.4
2023-04-29,14.8,2.9,9.0,3.0,3.0,0.0,27.4
2023-04-30,8.9,3.4,5.9,3.1,3.1,0.0,34.0
2023-05-01,8.1,4.1,5.5,5.9,5.9,0.0,39.8
2023-05-02,11.5,4.3,7.4,0.4,0.4,0.0,33.0
2023-05-03,8.1,3.0,6.2,0.0,0.0,0.0,29.8
2023-05-04,17.9,2.7,11.0,0.0,0.0,0.0,24.6
2023-05-05,23.9,10.1,16.7,0.0,0.0,0.0,27.5
2023-05-06,24.7,12.3,18.1,0.6,0.6,0.0,27.7
2023-05-07,24.6,8.5,16.9,1.7,1.7,0.0,29.3
2023-05-08,14.9,7.3,9.7,10.8,10.8,0.0,25.3
2023-05-09,13.1,7.4,10.0,0.0,0.0,0.0,17.7
2023-05-10,18.6,6.7,12.7,0.0,0.0,0.0,15.0
2023-05-11,23.4,11.6,16.8,0.0,0.0,0.0,17.3
2023-05-12,19.6,13.7,16.1,19.0,19.0,0.0,16.5
2023-05-13,15.3,11.6,13.2,1.0,1.0,0.0,19.4
2023-05-14,13.7,10.0,12.2,0.0,0.0,0.0,26.0
2023-05-15,13.3,8.6,11.2,0.0,0.0,0.0,19.6
2023-05-16,25.2,8.3,15.3,0.0,0.0,0.0,25.7
2023-05-17,12.8,7.5,9.8,0.0,0.0,0.0,27.6
2023-05-18,19.1,6.9,13.7,0.0,0.0,0.0,24.1
2023-05-19,23.4,11.7,17.4,5.2,5.2,0.0,26.5
2023-05-20,18.2,8.9,12.9,0.0,0.0,0.0,22.6
2023-05-21,22.6,10.8,16.7,0.0,0.0,0.0,21.3
2023-05-22,22.8,11.9,17.4,0.0,0.0,0.0,24.6
2023-05-23,26.2,14.4,19.7,0.0,0.0,0.0,21.2
2023-05-24,15.8,9.4,13.7,0.0,0.0,0.0,31.7
2023-05-25,13.4,8.3,10.6,0.0,0.0,0.0,27.7
2023-05-26,17.1,8.7,12.8,0.0,0.0,0.0,24.7
2023-05-27,19.7,9.2,14.8,0.0,0.0,0.0,21.9
2023-05-28,22.3,11.4,16.9,0.0,0.0,0.0,19.4
2023-05-29,22.9,11.8,17.6,0.0,0.0,0.0,18.0
2023-05-30,26.2,14.2,19.7,0.0,0.0,0.0,17.9
2023-05-31,30.2,16.3,23.1,2.5,2.5,0.0,21.5
2023-06-01,30.2,18.2,23.9,0.0,0.0,0.0,23.5
2023-06-02,27.3,16.3,21.6,0.0,0.0,0.0,20.2
2023-06-03,25.6,15.9,19.8,0.0,0.0,0.0,25.3
2023-06-04,23.1,15.2,19.1,0.0,0.0,0.0,25.2
2023-06-05,25.1,12.7,19.6,0.0,0.0,0.0,18.3
2023-06-06,20.4,14.1,17.6,0.2,0.2,0.0,26.6
2023-06-07,19.0,13.3,16.0,0.0,0.0,0.0,27.8
2023-06-08,19.7,12.4,16.3,0.0,0.0,0.0,19.5
2023-06-09,23.4,12.9,18.8,0.0,0.0,0.0,21.1
2023-06-10,28.9,15.5,22.7,0.0,0.0,0.0,18.3
2023-06-11,20.6,11.3,14.1,4.4,4.4,0.0,40.3
2023-06-12,18.9,9.7,13.9,1.1,1.1,0.0,32.1
2023-06-13,19.4,12.8,16.0,10.8,10.8,0.0,29.8
2023-06-14,19.1,14.0,16.1,0.0,0.0,0.0,17.7
2023-06-15,27.2,11.2,16.5,0.2,0.2,0.0,29.8
2023-06-16,17.3,11.2,13.5,0.0,0.0,0.0,26.3
2023-06-17,22.5,11.0,17.0,0.0,0.0,0.0,17.5
2023-06-18,25.7,15.0,20.6,0.0,0.0,0.0,25.1
2023-06-19,25.9,17.4,21.0,0.0,0.0,0.0,23.7
2023-06-20,23.0,15.8,19.0,0.0,0.0,0.0,27.4
2023-06-21,26.3,15.9,20.8,0.0,0.0,0.0,26.0
2023-06-22,25.0,17.1,20.9,0.0,0.0,0.0,21.0
2023-06-23,25.3,17.3,21.5,0.0,0.0,0.0,19.5
2023-06-24,28.7,17.3,23.6,0.0,0.0,0.0,23.4
2023-06-25,29.5,19.8,24.1,7.1,7.1,0.0,37.6
2023-06-26,24.3,19.2,21.3,5.1,5.1,0.0,28.0
2023-06-27,20.6,16.1,18.8,0.2,0.2,0.0,25.6
2023-06-28,25.4,13.7,20.2,0.1,0.1,0.0,18.9
2023-06-29,30.3,20.1,24.0,32.8,32.8,0.0,21.2
2023-06-30,30.7,21.4,25.2,0.0,0.0,0.0,15.0
2023-07-01,26.6,21.1,22.6,23.4,23.4,0.0,15.0
2023-07-02,21.4,16.9,18.8,137.8,137.8,0.0,42.0
2023-07-03,23.7,16.5,20.5,0.0,0.0,0.0,16.6
2023-07-04,29.6,18.3,24.5,0.1,0.1,0.0,15.5
2023-07-05,29.7,21.0,24.4,38.9,38.9,0.0,19.6
2023-07-06,21.4,18.1,20.3,1.0,1.0,0.0,19.3
2023-07-07,23.1,17.7,20.4,0.1,0.1,0.0,17.1
2023-07-08,20.6,17.3,18.8,7.8,7.8,0.0,20.0
2023-07-09,26.1,15.4,21.2,0.3,0.3,0.0,16.0
2023-07-10,29.1,16.7,23.2,0.0,0.0,0.0,22.3
2023-07-11,28.8,18.4,21.4,7.0,7.0,0.0,25.8
2023-07-12,25.3,17.2,20.1,33.8,33.8,0.0,29.6
2023-07-13,23.4,16.0,19.4,0.0,0.0,0.0,16.3
2023-07-14,31.0,19.5,24.2,6.1,6.1,0.0,25.9
2023-07-15,28.3,20.4,23.6,5.8,5.8,0.0,16.0
2023-07-16,27.7,18.8,23.0,0.0,0.0,0.0,26.8
2023-07-17,23.5,18.2,21.0,0.0,0.0,0.0,19.3
2023-07-18,22.8,16.4,20.0,0.0,0.0,0.0,16.4
2023-07-19,25.8,15.3,21.4,0.0,0.0,0.0,14.4
2023-07-20,30.0,19.5,23.6,0.9,0.9,0.0,27.2
2023-07-21,23.6,18.3,20.6,0.1,0.1,0.0,21.5
2023-07-22,28.3,16.7,22.4,0.0,0.0,0.0,12.8
2023-07-23,26.3,18.0,22.4,0.0,0.0,0.0,15.0
2023-07-24,27.9,18.7,23.1,0.0,0.0,0.0,17.9
2023-07-25,30.9,18.6,25.1,0.0,0.0,0.0,16.5
2023-07-26,32.0,22.9,26.3,21.1,21.1,0.0,29.0
2023-07-27,28.8,21.5,25.5,0.0,0.0,0.0,14.5
2023-07-28,32.2,22.4,25.9,23.1,23.1,0.0,29.2
2023-07-29,23.5,20.2,22.1,0.9,0.9,0.0,23.9
2023-07-30,23.8,17.9,20.9,0.1,0.1,0.0,22.6
2023-07-31,25.1,16.1,21.3,0.2,0.2,0.0,16.4
2023-08-01,27.9,17.8,23.2,0.3,0.3,0.0,13.9
2023-08-02,28.3,18.4,23.6,0.0,0.0,0.0,15.6
2023-08-03,28.0,17.9,23.4,0.0,0.0,0.0,13.3
2023-08-04,25.7,20.5,23.1,0.0,0.0,0.0,23.5
2023-08-05,22.9,19.8,21.3,23.3,23.3,0.0,23.0
2023-08-06,21.3,18.9,20.1,5.8,5.8,0.0,31.1
2023-08-07,23.0,18.9,20.7,0.6,0.6,0.0,23.2
2023-08-08,28.0,16.6,22.3,0.4,0.4,0.0,13.7
2023-08-09,27.1,17.8,22.1,0.0,0.0,0.0,14.6
2023-08-10,27.8,17.0,22.5,2.5,2.5,0.0,15.0
2023-08-11,27.9,19.8,23.1,8.7,8.7,0.0,28.4
2023-08-12,26.4,20.9,23.5,7.8,7.8,0.0,19.8
2023-08-13,24.4,17.8,21.0,1.2,1.2,0.0,20.1
2023-08-14,23.3,17.6,20.7,23.3,23.3,0.0,33.4
2023-08-15,21.2,17.4,19.1,4.0,4.0,0.0,31.6
2023-08-16,26.4,14.3,20.5,0.0,0.0,0.0,23.6
2023-08-17,26.0,17.7,21.2,10.4,10.4,0.0,30.7
2023-08-18,22.8,13.9,18.8,0.0,0.0,0.0,20.5
2023-08-19,26.6,15.7,21.2,0.3,0.3,0.0,24.5
2023-08-20,27.7,20.0,23.9,0.0,0.0,0.0,17.7
2023-08-21,23.1,19.9,21.9,0.0,0.0,0.0,23.2
2023-08-22,28.0,19.8,23.8,0.0,0.0,0.0,18.5
2023-08-23,36.6,24.6,30.0,0.0,0.0,0.0,27.3
2023-08-24,37.0,25.9,30.5,21.8,21.8,0.0,31.0
2023-08-25,24.7,21.1,22.3,0.2,0.2,0.0,21.1
2023-08-26,22.7,18.1,20.9,0.8,0.8,0.0,35.2
2023-08-27,20.8,16.8,18.9,0.0,0.0,0.0,23.1
2023-08-28,23.5,16.5,20.4,0.0,0.0,0.0,14.2
2023-08-29,28.9,16.8,21.4,0.2,0.2,0.0,29.6
2023-08-30,18.9,15.3,17.3,0.3,0.3,0.0,30.1
2023-08-31,21.7,14.7,18.5,0.0,0.0,0.0,14.8
2023-09-01,26.4,14.2,20.6,0.0,0.0,0.0,17.4
2023-09-02,31.4,17.2,23.9,0.0,0.0,0.0,24.8
2023-09-03,34.6,19.9,27.1,0.0,0.0,0.0,26.0
2023-09-04,33.3,21.7,27.5,0.2,0.2,0.0,19.5
2023-09-05,32.6,24.0,27.6,0.0,0.0,0.0,28.7
2023-09-06,29.7,20.9,24.8,8.3,8.3,0.0,31.8
